feature,missing_ratio,mean,std,skew,kurtosis,outlier_ratio_iqr
X181,0.2466006959010932,1.1680350873650557e-06,1.0779234019692088e-05,-2.9446689098482155,84.33882840909547,0.10287984601337512
X182,0.2466006959010932,1.1475346259605938e-06,7.95849983056195e-06,-2.3176961331082055,57.11864482512704,0.09761123312686622
X183,0.2466006959010932,7.0135603070453105e-06,2.777929107001598e-05,21.755228938656213,743.8371098580626,0.08218789329516571
X184,0.2466006959010932,7.482476686012638e-07,6.18736864712989e-06,-3.0420890921793324,67.03917207365699,0.0994250178910742
X185,0.2466006959010932,-1.9941451357318223,0.05255689210585844,12.964384974661955,186.08123688727906,0.08545764133948622
X186,0.2466006959010932,7.055224504771019e-07,4.321850309371871e-05,-16.14110551991264,1489.655659584428,0.12280680107593218
X187,0.2466006959010932,3.904440853682237e-06,6.679253852577878e-06,5.0121664696257255,37.56719469918026,0.06508649408977618
X188,0.2466006959010932,7.5869797674954765e-06,1.109271675146637e-05,5.484995981696934,58.384964009453284,0.05757224292377169
X189,0.2466006959010932,0.021842556587477545,0.04200419241980888,1.8515049354087236,12.035226251757779,0.01792809022036868
X19,0.233447671692619,0.011837933598933505,0.0054672385405616,0.8583598552518393,2.0425026221560265,0.03510352145695037
X190,0.2466006959010932,0.2948984765600394,5.327549367393461,0.004994144739111362,0.23443145365335827,0.007983120696888188
X191,0.2466006959010932,0.2075135861922375,0.07132062436875201,-0.18660223545536014,0.1333683935015766,0.00840263554031044
X192,0.2466006959010932,98879072.812629,173267094.87234554,3.9395350131604494,17.3546278157951,0.09804308664215383
X193,0.2466006959010932,-0.03136287954070132,0.5770374723987619,0.10792681593412953,-1.9187898315501704,0.0
X194,0.2466006959010932,0.008162457416028569,0.055891067227562034,1.8201117158750446,23.296903821622635,0.03621400192483281
X195,0.2466006959010932,0.0074050090173688465,0.02574026870484758,1.54928852399374,10.37272700306419,0.030303778101325174
X196,0.2466006959010932,0.0043852541683505036,0.002816219655770523,2.4737480210395177,15.826108535260914,0.03311699528662735
X197,0.2466006959010932,0.004379356757731622,0.002002935156706391,0.8049710930459916,1.8842744338838688,0.024159119512375687
X198,0.2466006959010932,0.0043726474616207454,0.001920630383793117,0.676853358956081,1.5248206964479012,0.02472669841818227
X199,0.2466006959010932,0.00436746227111801,0.0018713844168380916,0.6047593609070233,1.3712305550558286,0.025220245292796685
X2,0.233447671692619,1.0003740560198564,0.0051897918922656034,16.615176587069456,313.20336451989516,0.040618907780766475
X20,0.233447671692619,1.0334914401603021,0.018760228074139945,1.257779994236641,3.153139363042461,0.031204501147496483
X200,0.2466006959010932,4.444391680560976e-08,8.937309558663788e-06,0.10203012176759338,24.70832964270074,0.04224761246699405
X201,0.2466006959010932,1.2049222081310308e-08,3.668946307635812e-06,-0.010586654232527578,8.169713032795139,0.03705303161167732
X202,0.23292944747427388,29.924551629630354,55.60967166347109,4.494806663303615,28.562231013335825,0.06566641166744812
X203,0.23292944747427388,28.346380874185243,111.80441719144049,2.118642133625852,19.831934027517562,0.11280013819312489
X204,0.23292944747427388,0.0004305962208344695,0.002390398316612892,0.1774622126601677,4.290467116098688,0.027601608962811244
X205,0.23292944747427388,0.001560721084937381,0.005133564505316869,-0.06977610535329169,1.32201395135362,0.0197295363127113
X206,0.23292944747427388,0.001359710600067526,0.0052949018342571446,0.25627667137601423,2.579865130660205,0.04032277965599783
X207,0.23292944747427388,5559021.83479964,364180572.97892743,-18.37024252905889,742.9287310503272,0.17255632603706536
X208,0.23292944747427388,-191.55303557962688,8199.965370462229,-19.61454844084499,429.38258076449426,0.14073489129630087
X209,0.23292944747427388,-0.013977423049544087,0.15663469178136627,-0.05098037985082636,5.65026785454185,0.02472669841818227
X21,0.233447671692619,0.014191849241860946,0.1479893666142539,0.3968706313401556,1.9181760777071326,0.02665153122917849
X210,0.23292944747427388,-0.015978889951746265,0.1901539542538426,-0.03200787186521167,1.6153763118971254,0.01758260740813859
